reference,doi_link,catalyst_name,catalyst_composition_available,starting_material_active_1,active_comp_1,active_1_percent,starting_material_2,active_comp_2,active_2_percent,support_comp_1,support_1_percent,support_comp_2,support_2_percent,catalyst_surface_area_m2_g,mean_pore_diameter_nm,temperature_k,pressure_bar,pH2_pCO2_ratio,GHSV_nlph_gcat,catalyst_load_g,CO2_conversion,selectivity_CH3OH,yield_CH3OH,STY_g_per_gcath
J. Chen 2024,https://doi.org/10.1002/anie.202401168,2Ir1Pd1-In2O3(CP-PD),Yes,Ir,Ir,1.3,Pd,Pd,1.5,In2O3,97.2,NA,NA,118.8,9.60,523,30,3,8.64,0.2,9.8,92.1,9.0,0.2597
J. Chen 2024,https://doi.org/10.1002/anie.202401168,4Ir1Pd1-In2O3(CP-PD),Yes,Ir,Ir,2.3,Pd,Pd,3.1,In2O3,94.6,NA,NA,118.6,9.60,523,30,3,8.64,0.2,7.9,91.5,7.2,0.2080
J. Chen 2024,https://doi.org/10.1002/anie.202401168,10Ir1Pd1-In2O3(CP-PD),Yes,Ir,Ir,5.2,Pd,Pd,7.3,In2O3,87.5,NA,NA,123.5,9.50,523,30,3,8.64,0.2,6.5,81.5,5.3,0.1524
J. Chen 2024,https://doi.org/10.1002/anie.202401168,Ir1Pd1-In2O3(CP-PD) ,Yes,Ir,Ir,0.65,Pd,Pd,0.65,In2O3,98.7,NA,NA,118.6,9.60,523,30,3,17.28,0.2,10.2,94.7,9.7,0.5558
J. Chen 2024,https://doi.org/10.1002/anie.202401168,Ir1Pd1-In2O3(CP-PD) ,Yes,Ir,Ir,0.65,Pd,Pd,0.65,In2O3,98.7,NA,NA,118.6,9.60,523,30,3,34.56,0.2,9.5,90,8.6,0.9840
J. Chen 2024,https://doi.org/10.1002/anie.202401168,Ir1Pd1-In2O3(CP-PD) ,Yes,Ir,Ir,0.65,Pd,Pd,0.65,In2O3,98.7,NA,NA,118.6,9.60,523,30,3,51.84,0.2,8.6,84.4,7.3,1.2530
J. Chen 2024,https://doi.org/10.1002/anie.202401168,Ir1Pd1-In2O3(CP-PD) ,Yes,Ir,Ir,0.65,Pd,Pd,0.65,In2O3,98.7,NA,NA,118.6,9.60,473,30,3,8.64,0.2,5.6,99.7,5.6,0.1606
J. Chen 2024,https://doi.org/10.1002/anie.202401168,Ir1Pd1-In2O3(CP-PD) ,Yes,Ir,Ir,0.65,Pd,Pd,0.65,In2O3,98.7,NA,NA,118.6,9.60,498,30,3,8.64,0.2,7.7,99.1,7.6,0.2195
J. Chen 2024,https://doi.org/10.1002/anie.202401168,Ir1Pd1-In2O3(CP-PD) ,Yes,Ir,Ir,0.65,Pd,Pd,0.65,In2O3,98.7,NA,NA,118.6,9.60,548,30,3,8.64,0.2,12.8,82.4,10.5,0.3035
J. Chen 2024,https://doi.org/10.1002/anie.202401168,Ir1Pd1-In2O3(CP-PD) ,Yes,Ir,Ir,0.65,Pd,Pd,0.65,In2O3,98.7,NA,NA,118.6,9.60,573,30,3,8.64,0.2,14.4,71.2,10.3,0.2950
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3,Yes,Pd,Pd,1.2,Pt,Pt,0.7,In2O3,98.1,NA,NA,65.4,NA,573,50,4,21.00,0.2,16.5,66,10.89,0.6092
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3-n(1:3),Yes,Pd,Pd,0.65,Pt,Pt,1.15,In2O3,98.2,NA,NA,NA,NA,573,50,4,21.00,0.2,16,62,9.92,0.5550
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd/In2O3,Yes,Pd,Pd,2.6,NA,NA,NA,In2O3,97.4,NA,NA,61.9,NA,573,50,4,21.00,0.2,15,66,9.9,0.5539
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3-n(3:1),Yes,Pd,Pd,2,Pt,Pt,0.4,In2O3,97.6,NA,NA,NA,NA,573,50,4,21.00,0.2,14.5,66,9.57,0.5354
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3,Yes,Pd,Pd,1.2,Pt,Pt,0.7,In2O3,98.1,NA,NA,65.4,NA,553,50,4,21.00,0.2,12.5,75,9.375,0.5245
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pt/In2O3,Yes,Pt,Pt,1.4,NA,NA,NA,In2O3,98.6,NA,NA,64.4,NA,573,50,4,21.00,0.2,16,57,9.12,0.5102
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3-n(1:3),Yes,Pd,Pd,0.65,Pt,Pt,1.15,In2O3,98.2,NA,NA,NA,NA,553,50,4,21.00,0.2,12.5,68,8.5,0.4755
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3,Yes,Pd,Pd,1.2,Pt,Pt,0.7,In2O3,98.1,NA,NA,65.4,NA,533,50,4,21.00,0.2,9.5,85,8.075,0.4518
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3-n(3:1),Yes,Pd,Pd,2,Pt,Pt,0.4,In2O3,97.6,NA,NA,NA,NA,553,50,4,21.00,0.2,10.5,75,7.875,0.4406
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd/In2O3,Yes,Pd,Pd,2.6,NA,NA,NA,In2O3,97.4,NA,NA,61.9,NA,553,50,4,21.00,0.2,10.1,75,7.575,0.4238
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pt/In2O3,Yes,Pt,Pt,1.4,NA,NA,NA,In2O3,98.6,NA,NA,64.4,NA,553,50,4,21.00,0.2,10.5,71,7.455,0.4171
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3-n(3:1),Yes,Pd,Pd,2,Pt,Pt,0.4,In2O3,97.6,NA,NA,NA,NA,533,50,4,21.00,0.2,8,86,6.88,0.3849
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3-n(1:3),Yes,Pd,Pd,0.65,Pt,Pt,1.15,In2O3,98.2,NA,NA,NA,NA,533,50,4,21.00,0.2,8,84,6.72,0.3759
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pt/In2O3,Yes,Pt,Pt,1.4,NA,NA,NA,In2O3,98.6,NA,NA,64.4,NA,533,50,4,21.00,0.2,7.5,84,6.3,0.3525
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3,Yes,Pd,Pd,1.2,Pt,Pt,0.7,In2O3,98.1,NA,NA,65.4,NA,513,50,4,21.00,0.2,6.5,96,6.24,0.3491
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd/In2O3,Yes,Pd,Pd,2.6,NA,NA,NA,In2O3,97.4,NA,NA,61.9,NA,533,50,4,21.00,0.2,7,86,6.02,0.3368
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3-n(1:3),Yes,Pd,Pd,0.65,Pt,Pt,1.15,In2O3,98.2,NA,NA,NA,NA,513,50,4,21.00,0.2,6,88,5.28,0.2954
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3-n(3:1),Yes,Pd,Pd,2,Pt,Pt,0.4,In2O3,97.6,NA,NA,NA,NA,513,50,4,21.00,0.2,5.5,95,5.225,0.2923
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pt/In2O3,Yes,Pt,Pt,1.4,NA,NA,NA,In2O3,98.6,NA,NA,64.4,NA,513,50,4,21.00,0.2,4.95,96,4.752,0.2658
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd/In2O3,Yes,Pd,Pd,2.6,NA,NA,NA,In2O3,97.4,NA,NA,61.9,NA,513,50,4,21.00,0.2,4.9,95,4.655,0.2604
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3,Yes,Pd,Pd,1.2,Pt,Pt,0.7,In2O3,98.1,NA,NA,65.4,NA,493,50,4,21.00,0.2,4,99,3.96,0.2215
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3-n(3:1),Yes,Pd,Pd,2,Pt,Pt,0.4,In2O3,97.6,NA,NA,NA,NA,493,50,4,21.00,0.2,3.5,99,3.465,0.1938
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pt/In2O3,Yes,Pt,Pt,1.4,NA,NA,NA,In2O3,98.6,NA,NA,64.4,NA,493,50,4,21.00,0.2,3,99,2.97,0.1662
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd-Pt/In2O3-n(1:3),Yes,Pd,Pd,0.65,Pt,Pt,1.15,In2O3,98.2,NA,NA,NA,NA,493,50,4,21.00,0.2,3,99,2.97,0.1662
J. Guo et al 2024,https://doi.org/10.1016/j.cej.2024.149370,Pd/In2O3,Yes,Pd,Pd,2.6,NA,NA,NA,In2O3,97.4,NA,NA,61.9,NA,493,50,4,21.00,0.2,2.5,99,2.475,0.1385
Jia et al. (2010),https://doi.org/10.1016/S1002-0721(09)60193-9,LaMn0.5Cu0.5O3,Yes,LaMn0.5Cu0.5O3,LaMn0.5Cu0.5O3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,20,3,2.40,0.5,11.33,82.14,9.31,0.0744
Jia et al. (2010),https://doi.org/10.1016/S1002-0721(09)60193-9,LaMn0.7Cu0.3O3,Yes,LaMn0.7Cu0.3O3,LaMn0.7Cu0.3O3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,20,3,2.40,0.5,3.94,68.1,2.68,0.0214
Jia et al. (2010),https://doi.org/10.1016/S1002-0721(09)60193-9,LaMn0.3Cu0.7O3,Yes,LaMn0.3Cu0.7O3,LaMn0.3Cu0.7O3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,20,3,2.40,0.5,3.79,36.17,1.37,0.0110
Jia et al. (2010),https://doi.org/10.1016/S1002-0721(09)60193-9,LaMn0.1Cu0.9O3,Yes,LaMn0.1Cu0.9O3,LaMn0.1Cu0.9O3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,20,3,2.40,0.5,1.28,9.32,0.12,0.0010
Jia et al. (2010),https://doi.org/10.1016/S1002-0721(09)60193-9,LaMnO3,Yes,LaMnO3,LaMnO3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,20,3,2.40,0.5,0.83,0,0,0.0000
Jiang et al. (2020b),https://doi.org/10.1016/j.jcat.2020.01.014,Cat-A(In2O3/ZrO2),Yes,In2O3,In2O3,5.1,NA,NA,NA,ZrO2,94.9,NA,NA,70.3,6.50,523,50,4,20.00,0.3,2.3,66.5,1.5295,0.0815
Jiang et al. (2020b),https://doi.org/10.1016/j.jcat.2020.01.014,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,NA,NA,NA,NA,69.4,12.30,523,30,4,20.00,0.2,1.2,78.6,0.9432,0.0503
Lin et al. (2022),https://doi.org/10.1016/j.jcou.2022.102209,CoIn-N,Yes,In2O3,In2O3,39,Co3O4,Co3O4,61,NA,NA,NA,NA,NA,NA,513,40,3,23.04,0.1,3,87.7,2.631,0.2019
Lin et al. (2022),https://doi.org/10.1016/j.jcou.2022.102209,CoIn-N,Yes,In2O3,In2O3,39,Co3O4,Co3O4,61,NA,NA,NA,NA,NA,NA,528,40,3,23.04,0.1,3.6,80.1,2.8836,0.2212
Lin et al. (2022),https://doi.org/10.1016/j.jcou.2022.102209,CoIn-N,Yes,In2O3,In2O3,39,Co3O4,Co3O4,61,NA,NA,NA,NA,NA,NA,543,40,3,23.04,0.1,4.4,70.2,3.0888,0.2370
Lin et al. (2022),https://doi.org/10.1016/j.jcou.2022.102209,CoIn-N,Yes,In2O3,In2O3,39,Co3O4,Co3O4,61,NA,NA,NA,NA,NA,NA,558,40,3,23.04,0.1,5.1,59.3,3.0243,0.2320
Lin et al. (2022),https://doi.org/10.1016/j.jcou.2022.102209,CoIn-N,Yes,In2O3,In2O3,39,Co3O4,Co3O4,61,NA,NA,NA,NA,NA,NA,573,40,3,23.04,0.1,6.6,46.7,3.0822,0.2365
Lin et al. (2022),https://doi.org/10.1016/j.jcou.2022.102209,"CoIn-N, 1.04 wt% K",Yes,In2O3,In2O3,36.6,Co3O4,Co3O4,56.9,K,6.5,NA,NA,NA,NA,513,40,3,23.04,0.1,1.6,52.1,0.8336,0.0640
Lin et al. (2022),https://doi.org/10.1016/j.jcou.2022.102209,"CoIn-N, 1.04 wt% K",Yes,In2O3,In2O3,37.6,Co3O4,Co3O4,57.9,K,7.5,NA,NA,NA,NA,528,40,3,23.04,0.1,2.4,43.1,1.0344,0.0794
Lin et al. (2022),https://doi.org/10.1016/j.jcou.2022.102209,"CoIn-N, 1.04 wt% K",Yes,In2O3,In2O3,38.6,Co3O4,Co3O4,58.9,K,8.5,NA,NA,NA,NA,543,40,3,23.04,0.1,3.3,32.5,1.0725,0.0823
Lin et al. (2022),https://doi.org/10.1016/j.jcou.2022.102209,"CoIn-N, 1.04 wt% K",Yes,In2O3,In2O3,39.6,Co3O4,Co3O4,59.9,K,9.5,NA,NA,NA,NA,558,40,3,23.04,0.1,4.9,25.3,1.2397,0.0951
Lin et al. (2022),https://doi.org/10.1016/j.jcou.2022.102209,"CoIn-N, 1.04 wt% K",Yes,In2O3,In2O3,40.6,Co3O4,Co3O4,60.9,K,10.5,NA,NA,NA,NA,573,40,3,23.04,0.1,6.9,18.7,1.2903,0.0990
Lei et al. (2016),https://doi.org/10.1016/j.fuel.2015.09.082,CZA-C-1.25,Yes,CuO,Cu,65,ZnO,ZnO,27.5,Al2O3,7.5,NA,NA,77.6,NA,513,30,3,3.60,2,16.2,63.8,10.34,0.1239
Lei et al. (2016),https://doi.org/10.1016/j.fuel.2015.09.082,CZA-C-0.50,Yes,CuO,Cu,65,ZnO,ZnO,27.5,Al2O3,7.5,NA,NA,26.7,NA,513,30,3,3.60,2,5.6,62.3,3.49,0.0418
Lei et al. (2016),https://doi.org/10.1016/j.fuel.2015.09.082,CZA-C-0.75,Yes,CuO,Cu,65,ZnO,ZnO,27.5,Al2O3,7.5,NA,NA,48.9,NA,513,30,3,3.60,2,8.9,62.9,5.60,0.0671
Lei et al. (2016),https://doi.org/10.1016/j.fuel.2015.09.082,CZA-C-1.00,Yes,CuO,Cu,65,ZnO,ZnO,27.5,Al2O3,7.5,NA,NA,64.8,NA,513,30,3,3.60,2,14.6,63.6,9.29,0.1113
Lei et al. (2016),https://doi.org/10.1016/j.fuel.2015.09.082,CZA-O-1.00,Yes,CuO,Cu,65,ZnO,ZnO,27.5,Al2O3,7.5,NA,NA,54.3,NA,513,30,3,3.60,2,12.1,62.6,7.57,0.0908
Lei et al. (2016),https://doi.org/10.1016/j.fuel.2015.09.082,CZA-U-1.00,Yes,CuO,Cu,65,ZnO,ZnO,27.5,Al2O3,7.5,NA,NA,17.3,NA,513,30,3,3.60,2,3.2,53.9,1.72,0.0207
Lei et al. (2016),https://doi.org/10.1016/j.fuel.2015.09.082,CZA-CC,Yes,CuO,Cu,65,ZnO,ZnO,27.5,Al2O3,7.5,NA,NA,43.2,NA,513,30,3,3.60,2,8.1,63.3,5.13,0.0615
Lin et al. (2021),https://doi.org/10.1016/j.cattod.2020.05.049,Pd-Cu/Ti0.5Zr0.5O2,No,CuO,Cu,NA,Pd,Pd,NA,TiO2,NA,ZrO2,NA,158,2.30,523,41,3,3.66,0.2,10.5,38,4.0,0.0486
Lin et al. (2021),https://doi.org/10.1016/j.cattod.2020.05.049,Pd-Cu/Ti0.2Zr0.8O2 ,No,CuO,Cu,NA,Pd,Pd,NA,TiO2,NA,ZrO2,NA,130,2.60,523,41,3,3.66,0.2,9.3,43.9,4.1,0.0498
Lin et al. (2021),https://doi.org/10.1016/j.cattod.2020.05.049,Pd-Cu/Ti0.8Zr0.2O2,No,CuO,Cu,NA,Pd,Pd,NA,TiO2,NA,ZrO2,NA,200,2.80,523,41,3,3.66,0.2,13.4,30.5,4.1,0.0498
Lin et al. (2021),https://doi.org/10.1016/j.cattod.2020.05.049,Pd-Cu/Ti0.1Zr0.9O2 ,No,CuO,Cu,NA,Pd,Pd,NA,TiO2,NA,ZrO2,NA,121,3.10,523,41,3,3.66,0.2,10.1,44.6,4.5,0.0549
Lin et al. (2021),https://doi.org/10.1016/j.cattod.2020.05.049,Pd-Cu/ZrO2-C ,No,CuO,Cu,NA,Pd,Pd,NA,ZrO2,NA,NA,NA,50,3.40,523,41,3,3.66,0.2,7.2,40.2,2.9,0.0353
Lin et al. (2021),https://doi.org/10.1016/j.cattod.2020.05.049,Pd-Cu/Ti0.8Ce0.2O2 ,No,CuO,Cu,NA,Pd,Pd,NA,TiO2,NA,CeO2,NA,192,3.90,523,41,3,3.66,0.2,12.4,27.1,3.4,0.0410
Lin et al. (2021),https://doi.org/10.1016/j.cattod.2020.05.049,Pd-Cu/Ti0.3Zr0.7O2,No,CuO,Cu,NA,Pd,Pd,NA,TiO2,NA,ZrO2,NA,131,4.10,523,41,3,3.66,0.2,11.7,34.1,4.0,0.0486
Lin et al. (2021),https://doi.org/10.1016/j.cattod.2020.05.049,Pd-Cu/CeO2-C,No,CuO,Cu,NA,Pd,Pd,NA,CeO2,NA,NA,NA,90,4.30,523,41,3,3.66,0.2,6.7,29.4,2.0,0.0240
Lin et al. (2021),https://doi.org/10.1016/j.cattod.2020.05.049,Pd-Cu/TiO2-C ,No,CuO,Cu,NA,Pd,Pd,NA,TiO2,NA,NA,NA,60,4.30,523,41,3,3.66,0.2,11.9,18.9,2.2,0.0274
Lin et al. (2021),https://doi.org/10.1016/j.cattod.2020.05.049,Pd-Cu/Ti0.2Ce0.8O2,No,CuO,Cu,NA,Pd,Pd,NA,TiO2,NA,CeO2,NA,104,5.80,523,41,3,3.66,0.2,8.5,31.4,2.7,0.0325
Liu et al. (2016),https://doi.org/10.1016/j.molcata.2016.09.032,C/1%MT,Yes,CuO,Cu,9,NA,NA,NA,MgO,2,TiO2,89,97,NA,493,30,3,4.27,0.5,5.2,37.9,1.97,0.0280
Liu et al. (2016),https://doi.org/10.1016/j.molcata.2016.09.032,C/1%MT,Yes,CuO,Cu,9,NA,NA,NA,MgO,2,TiO2,89,97,NA,453,30,3,4.27,0.5,3.5,52.6,1.84,0.0262
Liu et al. (2016),https://doi.org/10.1016/j.molcata.2016.09.032,C/1%MT,Yes,CuO,Cu,9,NA,NA,NA,MgO,2,TiO2,89,97,NA,473,30,3,4.27,0.5,4.5,43.1,1.94,0.0276
Liu et al. (2016),https://doi.org/10.1016/j.molcata.2016.09.032,C/1%MT,Yes,CuO,Cu,9,NA,NA,NA,MgO,2,TiO2,89,97,NA,513,30,3,4.27,0.5,7.1,31.6,2.24,0.0319
Liu et al. (2016),https://doi.org/10.1016/j.molcata.2016.09.032,C/1%MT,Yes,CuO,Cu,9,NA,NA,NA,MgO,2,TiO2,89,97,NA,533,30,3,4.27,0.5,10.3,23.9,2.46,0.0350
Liu et al. (2016),https://doi.org/10.1016/j.molcata.2016.09.032,C/3%MT,Yes,CuO,Cu,9,NA,NA,NA,MgO,5,TiO2,86,93,NA,493,30,3,4.27,0.5,3.6,48.2,1.74,0.0247
Liu et al. (2016),https://doi.org/10.1016/j.molcata.2016.09.032,C/0.5%MT,Yes,CuO,Cu,9,NA,NA,NA,MgO,1,TiO2,90,87,NA,493,30,3,4.27,0.5,5,33.9,1.70,0.0241
Liu et al. (2016),https://doi.org/10.1016/j.molcata.2016.09.032,C/7%MT,Yes,CuO,Cu,8.5,NA,NA,NA,MgO,11.8,TiO2,79.7,83,NA,493,30,3,4.27,0.5,2.4,46,1.10,0.0157
Liu et al. (2016),https://doi.org/10.1016/j.molcata.2016.09.032,C/5%MT,Yes,CuO,Cu,8.7,NA,NA,NA,MgO,8.6,TiO2,82.7,82,NA,493,30,3,4.27,0.5,2.6,55.5,1.44,0.0205
Liu et al. (2016),https://doi.org/10.1016/j.molcata.2016.09.032,C/T,Yes,CuO,Cu,11.2,NA,NA,NA,MgO,NA,TiO2,88.8,75,NA,493,30,3,4.27,0.5,4.3,29.8,1.28,0.0182
Liu et al. (2016),https://doi.org/10.1016/j.molcata.2016.09.032,C/T,Yes,CuO,Cu,11.2,NA,NA,NA,MgO,NA,TiO2,88.8,75,NA,453,30,3,4.27,0.5,2,45.8,0.92,0.0130
Liu et al. (2016),https://doi.org/10.1016/j.molcata.2016.09.032,C/T,Yes,CuO,Cu,11.2,NA,NA,NA,MgO,NA,TiO2,88.8,75,NA,473,30,3,4.27,0.5,3.4,37.2,1.26,0.0180
Liu et al. (2016),https://doi.org/10.1016/j.molcata.2016.09.032,C/T,Yes,CuO,Cu,11.2,NA,NA,NA,MgO,NA,TiO2,88.8,75,NA,513,30,3,4.27,0.5,6.4,24.2,1.55,0.0220
Liu et al. (2016),https://doi.org/10.1016/j.molcata.2016.09.032,C/T,Yes,CuO,Cu,11.2,NA,NA,NA,MgO,NA,TiO2,88.8,75,NA,533,30,3,4.27,0.5,9.7,21.1,2.05,0.0291
Ma et al. (1998),https://doi.org/10.1016/S0926-860X(98)00079-9,Cat01,Yes,CuO,Cu,45,ZnO,ZnO,45,ZrO2,10,NA,NA,38.87,15.40,513,20,3,5.20,NA,12.3,40.5,5,0.0866
Ma et al. (1998),https://doi.org/10.1016/S0926-860X(98)00079-9,Cat01,Yes,CuO,Cu,45,ZnO,ZnO,45,ZrO2,10,NA,NA,38.87,15.40,513,20,3,2.40,NA,18.5,36.3,6.7,0.0535
Ma et al. (1998),https://doi.org/10.1016/S0926-860X(98)00079-9,Cat03,Yes,CuO,Cu,45,ZnO,ZnO,45,ZrO2,10,NA,NA,69.74,21.20,513,20,3,5.20,NA,14,41.5,5.8,0.1004
Ma et al. (1998),https://doi.org/10.1016/S0926-860X(98)00079-9,Cat03,Yes,CuO,Cu,45,ZnO,ZnO,45,ZrO2,10,NA,NA,69.74,21.20,513,20,3,2.40,NA,18.5,38.4,7.1,0.0567
Ma et al. (1998),https://doi.org/10.1016/S0926-860X(98)00079-9,Cat02,Yes,CuO,Cu,45,ZnO,ZnO,45,ZrO2,10,NA,NA,36.11,21.00,513,20,3,5.20,NA,9.5,45.5,4.3,0.0745
Ma et al. (1998),https://doi.org/10.1016/S0926-860X(98)00079-9,Cat02,Yes,CuO,Cu,45,ZnO,ZnO,45,ZrO2,10,NA,NA,36.11,21.00,513,20,3,2.40,NA,17.1,36.6,6.3,0.0504
Ma et al. (1998),https://doi.org/10.1016/S0926-860X(98)00079-9,Cat04,Yes,CuO,Cu,45,ZnO,ZnO,45,ZrO2,10,NA,NA,45.27,23.00,513,20,3,5.20,NA,13.1,43,5.6,0.0970
Ma et al. (1998),https://doi.org/10.1016/S0926-860X(98)00079-9,Cat04,Yes,CuO,Cu,45,ZnO,ZnO,45,ZrO2,10,NA,NA,45.27,23.00,513,20,3,2.40,NA,18.7,36.7,6.9,0.0551
Ma et al. (1998),https://doi.org/10.1016/S0926-860X(98)00079-9,Cat05,Yes,CuO,Cu,45,ZnO,ZnO,45,ZrO2,10,NA,NA,NA,NA,513,20,3,2.40,NA,17.53,33.08,5.798924,0.0463
Ma et al. (1998),https://doi.org/10.1016/S0926-860X(98)00079-9,Cat05,Yes,CuO,Cu,45,ZnO,ZnO,45,ZrO2,10,NA,NA,NA,NA,513,20,3,5.20,NA,9.62,37.56,3.613272,0.0626
Malik et al. (2018),https://doi.org/10.1016/j.apcata.2018.04.036,0.5Ca5P5ZC,Yes,Pd,Pd,7.2,ZnO,Zn,11.7,CeO2,79.3,Ca,1.8,67.39,3.63,493,30,3,2.40,0.5,7.7,100,7.7,0.0615
Malik et al. (2018),https://doi.org/10.1016/j.apcata.2018.04.036,0.5Ca5P5ZC,Yes,Pd,Pd,7.2,ZnO,Zn,11.7,CeO2,79.3,Ca,1.8,67.39,3.63,503,30,3,2.40,0.5,9.57,98.25,9.402525,0.0751
Malik et al. (2018),https://doi.org/10.1016/j.apcata.2018.04.036,0.5Ca5P5ZC,Yes,Pd,Pd,7.2,ZnO,Zn,11.7,CeO2,79.3,Ca,1.8,67.39,3.63,503,50,3,2.40,0.5,5.53,94.41,5.220873,0.0417
Malik et al. (2018),https://doi.org/10.1016/j.apcata.2018.04.036,0.5Ca5P5ZC,Yes,Pd,Pd,7.2,ZnO,Zn,11.7,CeO2,79.3,Ca,1.8,67.39,3.63,503,30,3,2.40,0.5,9.63,97.8,9.41814,0.0753
Malik et al. (2018),https://doi.org/10.1016/j.apcata.2018.04.036,5P5ZC,Yes,Pd,Pd,7.3,ZnO,Zn,11.8,CeO2,80.9,NA,NA,80.67,3.63,493,30,3,2.40,0.5,6.3,100,6.3,0.0504
Malik et al. (2018),https://doi.org/10.1016/j.apcata.2018.04.036,5PC,Yes,Pd,Pd,7.8,NA,NA,NA,CeO2,92.2,NA,NA,69.17,1.41,493,30,3,2.40,0.5,1.7,70.1,1.1917,0.0095
Malik et al. (2020),https://doi.org/10.1016/j.cattod.2019.05.040,5P5ZZr-IMP,Yes,Pd,Pd,5.5,ZnO,Zn,9,ZrO2,85.5,NA,NA,6.13,3.17,503,30,3,2.40,0.5,5.7,100,5.7,0.0456
Malik et al. (2020),https://doi.org/10.1016/j.cattod.2019.05.040,5P5ZZr-IMP,Yes,Pd,Pd,5.5,ZnO,Zn,9,ZrO2,85.5,NA,NA,6.13,3.17,493,30,3,2.40,0.5,1.9,100,1.9,0.0152
Malik et al. (2020),https://doi.org/10.1016/j.cattod.2019.05.040,5P5ZZr-IMP,Yes,Pd,Pd,5.5,ZnO,Zn,9,ZrO2,85.5,NA,NA,6.13,3.17,523,30,3,2.40,0.5,7.1,98,6.958,0.0556
Malik et al. (2020),https://doi.org/10.1016/j.cattod.2019.05.040,5P5ZZr-IMP,Yes,Pd,Pd,5.5,ZnO,Zn,9,ZrO2,85.5,NA,NA,6.13,3.17,543,30,3,2.40,0.5,9.6,89,8.544,0.0683
Malik et al. (2020),https://doi.org/10.1016/j.cattod.2019.05.040,5P5ZZr-IMP,Yes,Pd,Pd,5.5,ZnO,Zn,9,ZrO2,85.5,NA,NA,6.13,3.17,523,10,3,2.40,0.5,5.5,93.5,5.1425,0.0411
Malik et al. (2020),https://doi.org/10.1016/j.cattod.2019.05.040,5P5ZZr-IMP,Yes,Pd,Pd,5.5,ZnO,Zn,9,ZrO2,85.5,NA,NA,6.13,3.17,523,20,3,2.40,0.5,8.2,95.4,7.8228,0.0625
Malik et al. (2020),https://doi.org/10.1016/j.cattod.2019.05.040,5P5ZZr-IMP,Yes,Pd,Pd,5.5,ZnO,Zn,9,ZrO2,85.5,NA,NA,6.13,3.17,523,30,3,2.40,0.5,7.1,98.1,6.9651,0.0557
Malik et al. (2020),https://doi.org/10.1016/j.cattod.2019.05.040,0.5Ca5P5ZZr-IMP,Yes,Pd,Pd,5.4,ZnO,Zn,8.9,ZrO2,84.2,Ca,1.5,6.12,3.32,503,30,3,2.40,0.5,7.2,100,7.2,0.0575
Malik et al. (2020),https://doi.org/10.1016/j.cattod.2019.05.040,0.5Ca5P5ZZr-IMP,Yes,Pd,Pd,5.4,ZnO,Zn,8.9,ZrO2,84.2,Ca,1.5,6.12,3.32,493,30,3,2.40,0.5,3.8,100,3.8,0.0304
Malik et al. (2020),https://doi.org/10.1016/j.cattod.2019.05.040,0.5Ca5P5ZZr-IMP,Yes,Pd,Pd,5.4,ZnO,Zn,8.9,ZrO2,84.2,Ca,1.5,6.12,3.32,523,30,3,2.40,0.5,9.5,99.2,9.424,0.0753
